Transaction Type|Action Indicator|State Code / Tribal Indicator|County Code / Tribal Code|Site Number|Parameter|POC|Duration Code|Reported Unit|Method Code|Sample Date|Sample Begin Time|Reported Sample Value|Null Data Code|Collection Frequency Code|Monitor Protocol ID|Qualifier Code - 1|Qualifier Code - 2|Qualifier Code - 3|Qualifier Code - 4|Qualifier Code - 5|Qualifier Code - 6|Qualifier Code - 7|Qualifier Code - 8|Qualifier Code - 9|Qualifier Code - 10|Alternate Method Detection Limit|Uncertainty Value
RD|I|27|037|0001|14129|2|7|001|090|20000206|00:00|0.11000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000212|00:00|0.05000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000218|00:00|0.05000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000224|00:00||BF||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000301|00:00|2.50000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000307|00:00||AV||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000313|00:00|0.09000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000319|00:00||AV||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000325|00:00|0.41000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000331|00:00|0.49000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000406|00:00|0.64000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000412|00:00|0.10000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000418|00:00|0.02000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000424|00:00|0.04000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000430|00:00|0.15000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000506|00:00|0.04000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000512|00:00|0.21000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000518|00:00|0.04000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000524|00:00|1.03000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000530|00:00|0.06000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000605|00:00|0.20000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000611|00:00|0.02000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000617|00:00|0.18000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000623|00:00|0.10000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000629|00:00|0.23000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000705|00:00|0.06000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000711|00:00||AV||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000717|00:00|1.06000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000723|00:00|0.06000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000729|00:00|0.01000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000804|00:00|0.04000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000810|00:00|0.09000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000816|00:00|0.04000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000822|00:00|0.04000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000828|00:00|0.09000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000903|00:00|0.01000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000909|00:00|0.04000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000915|00:00|0.18000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000921|00:00|0.07000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20000927|00:00|0.01000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001003|00:00|0.18000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001009|00:00|0.09000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001015|00:00|0.08000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001021|00:00|0.06000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001027|00:00|0.06000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001102|00:00|0.02000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001108|00:00|0.02000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001114|00:00|1.04000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001120|00:00|0.20000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001126|00:00|0.07000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001202|00:00|0.03000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001208|00:00|0.07000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001214|00:00|0.01000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001220|00:00|0.02000|||||||||||||||
RD|I|27|037|0001|14129|2|7|001|090|20001226|00:00|0.09000|||||||||||||||
RD|I|27|053|0053|14129|1|7|001|090|20000412|00:00||AN||||||||||||||
RD|I|27|053|0053|14129|1|7|001|090|20000418|00:00||AN||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000101|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000107|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000113|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000119|00:00||AN||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000125|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000131|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000206|00:00||BF||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000212|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000218|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000224|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000301|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000307|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000313|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000319|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000325|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000331|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000406|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000424|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000430|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000506|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000512|00:00|0.02000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000518|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000524|00:00|0.03000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000530|00:00|0.02000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000605|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000611|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000617|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000623|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000629|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000705|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000717|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000723|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000729|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000804|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000810|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000816|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000822|00:00|0.02000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000828|00:00|0.03000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000903|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000909|00:00|0.03000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000915|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000921|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20000927|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001003|00:00|0.02000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001009|00:00|0.02000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001015|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001021|00:00|0.03000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001027|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001102|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001108|00:00|0.02000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001114|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001120|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001126|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001202|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001208|00:00|0.00000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001214|00:00|0.01000|||||||||||||||
RD|I|27|053|0053|14129|2|7|001|090|20001220|00:00|0.00000|||||||||||||||
RD|I|27|123|1003|14129|1|7|001|090|20000605|00:00||AN||||||||||||||
RD|I|27|137|7001|14129|1|7|001|090|20000301|00:00||AQ||||||||||||||
RD|I|27|137|7001|14129|1|7|001|090|20000518|00:00||AN||||||||||||||
RD|I|27|137|7001|14129|1|7|001|090|20000617|00:00||AN||||||||||||||
